1152.441,1164.888,1162.701,1533.546,1517.886,1512.540,1509.408,1524.258,1514.781,1349.298,1338.984,1353.996,1285.065,1267.866,1283.202,1354.752,1397.520,1394.955,1237.923,1205.172,1201.662
17.982,20.439,20.412,20.628,19.710,19.656,22.464,20.115,20.061,23.787,21.978,20.628,16.227,15.471,16.443,18.441,19.143,18.036,14.580,14.121,14.553
725.382,732.186,742.419,881.847,877.122,882.792,1030.536,1042.470,1030.968,766.692,767.313,770.094,741.609,733.779,741.096,757.377,775.170,781.596,764.505,768.474,757.539
54.135,61.074,57.834,81.162,75.546,72.009,104.274,99.819,98.496,78.705,76.923,76.869,54.459,56.376,57.375,90.639,92.745,93.393,46.386,44.739,44.928
90.045,87.480,86.967,156.168,154.251,156.492,119.151,118.665,117.234,142.074,131.598,132.894,111.078,108.108,111.240,159.867,161.055,157.950,111.645,99.468,99.846
387.990,383.184,391.176,467.289,476.793,481.572,419.229,416.286,409.482,406.161,388.584,388.341,410.616,401.922,404.244,400.653,406.296,400.842,356.805,340.308,342.495
481.545,493.182,504.306,423.495,491.589,493.695,475.632,591.219,565.461,558.009,554.229,556.146,534.465,434.376,522.099,456.381,487.836,508.734,434.322,419.364,430.650
496.125,516.159,520.209,508.275,535.950,533.115,555.012,587.007,577.368,575.019,554.823,554.877,378.729,338.472,403.596,471.366,481.032,487.188,523.962,470.853,482.058
1379.619,1427.274,1407.510,2154.762,2170.746,2173.716,1797.795,2130.894,2012.364,2023.299,1919.781,1943.676,1251.747,1128.519,1282.338,1374.003,1433.349,1408.644,1660.770,1439.343,1419.795
1024.731,1022.409,1007.073,1028.025,1004.616,1013.877,1231.497,1249.668,1244.754,1088.478,1074.060,1081.593,849.582,815.913,822.096,841.698,854.550,861.786,749.817,705.753,719.361
362.853,354.969,351.108,351.378,372.195,383.157,474.039,523.962,527.661,302.616,297.486,295.029,207.360,187.299,199.908,271.836,284.472,291.546,301.806,246.294,260.766
